age,income,loan_amount,loan_term,employment_years,credit_score,has_other_loans,approved
45,82176,65555,12,1,733,0,0
36,105352,43953,24,4,726,0,0
18,128944,62042,60,0,723,0,1
29,16114,23654,12,2,363,1,0
25,13243,55982,12,5,781,1,0
67,126562,19909,12,8,630,1,0
27,132366,59323,36,5,562,1,0
39,86505,9921,6,15,327,0,1
30,11312,14020,24,8,420,1,0
23,118570,50469,60,5,778,0,1
19,63311,37646,6,0,477,1,0
44,76520,24000,60,11,785,0,1
19,132716,59810,24,1,505,0,0
38,46192,13456,12,11,649,0,1
52,32725,60241,36,4,542,0,0
51,95906,64016,24,30,825,1,1
26,145936,19173,36,5,652,0,0
67,63412,53993,60,20,803,1,0
31,60119,46734,48,2,681,1,0
25,18968,30491,48,0,594,0,0
43,55865,34736,60,22,594,0,0
23,111012,2476,36,4,659,1,1
48,103135,7354,6,13,675,1,0
63,118369,16376,6,9,500,0,1
27,94032,19945,48,1,761,0,1
44,99996,37346,24,19,309,0,1
22,60020,52579,60,3,466,1,0
28,148557,3797,36,3,840,0,0
36,47909,18595,6,13,589,0,1
55,148007,34828,6,35,434,0,0
23,59084,58910,6,0,509,1,0
36,112049,14614,36,13,623,0,0
19,79328,28531,24,0,338,0,0
68,66598,46756,48,27,384,0,0
65,102561,69806,48,26,545,1,0
32,148959,55530,24,14,396,0,1
39,75359,10923,48,11,509,1,1
48,115536,38719,48,5,600,0,0
42,148125,42742,60,19,541,0,1
67,12900,30266,60,22,744,0,1
50,51949,28499,60,11,566,1,0
46,132362,52665,12,19,703,1,0
60,135303,42526,60,40,466,0,0
39,23520,49424,48,6,466,1,0
62,68913,7573,24,33,300,1,0
27,8168,18323,12,5,515,1,0
18,102734,52648,24,0,322,0,0
40,54785,59302,6,19,511,0,0
63,60856,45757,24,28,677,1,0
25,60738,47069,6,4,487,1,0
49,53653,65555,48,12,474,0,1
58,110486,14815,60,18,495,0,0
67,113218,32735,36,18,424,1,1
59,138675,53441,48,24,562,0,1
54,66062,68772,24,10,529,1,0
54,107935,46309,6,32,683,0,1
26,123729,68310,48,0,359,0,0
21,39864,29694,6,0,456,1,0
32,80001,28318,36,8,473,0,1
32,70977,15004,24,2,480,1,0
63,84740,56363,36,5,797,0,1
55,116188,8887,60,23,704,0,1
31,121342,56078,24,5,778,1,1
24,50387,65842,60,6,367,0,0
60,98119,39382,60,12,542,0,0
43,88147,15849,24,4,792,1,1
61,8546,60762,24,4,692,0,0
52,149237,4201,6,5,791,0,0
44,23851,16869,36,23,333,1,0
27,144406,44105,6,4,658,0,0
70,142610,60003,48,34,526,0,0
21,145013,13601,60,1,442,0,1
44,86336,59050,24,11,451,0,0
50,100718,49667,60,7,835,0,0
63,60318,56938,48,33,816,0,1
22,89917,28820,36,1,743,1,0
36,80023,21816,12,16,697,1,1
52,34401,60652,6,31,660,0,0
29,29382,8616,60,4,783,0,1
39,63987,15027,6,14,530,0,0
34,56985,62361,36,8,681,1,0
36,112344,15263,12,17,401,0,1
54,30781,2008,6,22,461,0,0
22,134804,68070,48,0,583,0,1
66,24703,41036,12,8,661,0,0
41,52096,6214,6,14,338,0,0
40,27932,41654,6,9,390,1,0
18,77190,19143,24,0,729,0,1
64,130255,1647,36,11,636,1,1
47,90840,34536,60,14,346,1,0
36,85786,29806,24,6,403,0,1
39,12541,8865,12,17,400,0,0
51,47357,11034,24,2,806,1,0
34,44157,68544,48,10,767,0,0
24,80791,29184,12,5,463,0,1
64,144658,14363,6,45,681,1,1
39,65243,41521,36,13,328,0,1
52,54825,69159,12,3,399,1,0
58,8061,53457,36,38,610,1,0
50,114034,68280,48,29,820,0,0
24,78424,51677,6,4,565,0,1
40,112558,8831,60,0,783,1,1
68,106105,20790,24,44,749,0,1
68,56531,7240,24,17,395,1,0
46,60806,51043,60,5,640,1,0
53,89361,16648,24,7,741,0,1
33,133580,31226,36,0,777,1,1
43,99377,51195,36,15,380,0,0
41,52293,6414,24,20,761,0,1
53,17716,5548,60,5,752,0,1
21,128615,48873,36,0,805,0,1
50,83383,17300,6,4,379,1,1
18,32014,64854,60,0,405,0,0
30,106579,56606,12,3,738,1,1
42,74119,13127,24,20,456,1,0
58,120723,29515,24,37,521,1,1
20,140180,7145,36,0,401,0,0
43,131780,57202,12,17,332,0,1
27,71396,65056,12,6,702,0,1
69,31895,10560,12,23,381,1,0
49,16327,46677,60,20,363,1,0
62,41518,54267,24,19,432,0,1
45,90718,49429,48,27,692,1,1
41,129341,57998,6,21,722,0,0
62,76741,30532,48,25,666,0,1
68,55809,19470,12,49,400,0,1
54,8174,46275,60,17,524,1,0
28,141853,32843,36,6,748,0,0
54,74356,6942,24,19,806,0,1
42,126051,18085,6,14,430,1,0
40,134833,56335,36,17,440,0,0
26,71748,15286,24,6,736,0,1
49,10493,29576,24,9,523,0,0
37,106862,9578,24,6,438,1,0
30,112847,69325,60,7,765,0,1
26,106522,30485,48,3,691,1,1
70,30791,13538,24,45,705,1,1
43,86376,15735,36,5,752,0,1
45,100546,18042,24,4,486,0,1
31,14860,56964,12,13,809,1,1
34,139241,26535,12,16,554,0,1
35,23840,54740,6,13,514,1,0
52,43111,33161,12,29,445,1,0
22,125886,54773,48,3,795,1,1
33,78968,37076,6,9,775,0,0
66,58842,58069,12,43,412,0,0
64,8017,14129,60,0,700,1,0
31,60949,39194,12,1,666,0,1
70,144809,46298,6,35,821,1,1
40,10259,55949,48,6,509,1,0
66,149027,28270,36,2,812,0,1
50,78156,43533,36,16,766,1,0
30,46512,41867,60,1,318,0,1
24,38497,32235,60,0,535,1,0
31,31290,26175,12,8,697,0,1
55,133340,66845,24,16,316,1,0
45,20774,43663,12,13,823,1,0
60,128543,8111,12,16,611,0,1
51,98854,38420,48,33,819,0,1
69,8637,47192,60,30,330,0,0
40,127406,10333,36,1,543,0,0
33,58047,46789,24,13,319,1,0
28,146078,37831,60,9,392,0,1
18,147363,62285,36,0,494,0,1
49,122650,69408,60,3,587,1,0
63,58397,34768,48,16,655,1,0
24,113454,14810,60,4,596,1,0
30,123418,28605,6,0,469,1,1
34,40346,12611,12,7,539,0,1
42,62441,54188,36,2,652,0,0
58,45573,17980,36,31,500,0,1
25,42889,30771,36,6,323,0,0
62,99072,38840,24,30,511,0,0
70,20657,1276,24,48,806,1,0
40,105867,25978,36,20,354,0,0
40,45264,68597,12,13,444,0,0
51,63850,56106,6,13,609,1,0
53,144462,39099,36,32,614,0,1
21,10437,65161,60,1,426,1,0
53,131910,37850,6,24,387,1,1
38,111137,31883,36,9,712,1,1
18,120949,30273,24,0,718,1,0
42,49616,12486,36,2,725,0,1
61,98327,31310,6,14,380,0,1
29,28592,1299,36,7,829,1,1
51,88328,65296,24,11,616,0,0
70,39691,69767,12,15,788,1,0
28,146517,21244,48,7,593,1,1
64,25014,35426,12,40,515,1,0
35,42243,59927,12,3,606,1,0
20,64674,47620,6,1,588,0,0
48,13211,54772,60,24,551,1,0
55,141619,28270,36,28,765,0,1
42,53302,57373,48,19,488,0,0
65,21715,5991,24,12,660,0,1
70,109779,16059,12,11,618,0,1
35,120991,63311,48,4,675,0,0
36,116910,21232,48,10,318,0,1
64,51684,68949,6,3,667,1,0
37,120874,55781,60,17,839,0,1
20,121509,32103,24,1,502,1,0
58,54015,7202,24,32,428,1,0
47,42972,50471,12,1,590,1,0
30,140619,15412,36,7,703,1,0
46,108943,35897,36,3,402,0,1
63,100320,27706,60,32,507,0,1
38,103998,26353,36,6,454,0,0
47,23328,56765,60,6,456,0,1
20,149164,26030,24,1,790,0,1
69,126418,57530,36,14,478,1,0
41,89223,65337,12,8,631,0,1
59,81727,17434,36,3,572,0,0
70,133741,2745,36,32,345,1,0
23,74217,28045,12,0,814,1,0
26,125707,12637,6,6,414,0,0
46,80282,29292,24,26,767,1,1
21,89076,65486,36,1,826,1,1
23,114839,2484,48,5,759,1,0
34,53645,46549,12,6,729,1,0
37,147968,41440,24,13,316,1,1
35,114890,34307,24,17,681,1,1
34,111884,6403,24,4,427,1,0
35,116993,33616,48,3,355,1,0
70,43123,64147,6,48,370,1,0
38,46806,7700,48,3,436,0,1
45,79346,54901,60,5,358,1,0
55,94105,19351,60,29,679,0,1
32,47386,49742,60,6,717,1,0
41,98069,4726,36,2,468,1,0
52,42150,37186,24,32,539,0,0
22,13502,45676,36,2,445,1,0
49,138119,23940,36,22,843,0,0
51,52396,8085,36,29,704,0,1
60,47187,40828,6,27,544,1,0
45,118408,44439,48,20,676,1,0
62,118124,48256,24,35,697,0,1
46,48324,52968,24,12,460,0,1
21,146644,47068,24,1,661,1,0
45,42666,64894,24,14,550,0,0
64,26618,61917,48,7,810,0,0
20,82964,27008,24,2,684,0,1
35,58959,53327,48,11,517,0,0
51,40878,34099,6,10,357,0,0
36,11338,63519,36,3,519,1,0
50,25444,65117,60,7,735,1,0
37,77834,48595,6,8,470,0,0
24,26360,33634,12,3,358,1,0
40,100844,36564,24,7,479,1,0
61,24962,19420,48,10,716,0,1
61,112862,63388,24,28,656,0,0
42,21584,30599,12,19,655,1,0
24,44268,66857,60,2,468,0,0
70,104204,67902,6,3,448,1,0
39,59959,36953,48,12,456,1,0
48,30045,7234,6,20,684,0,0
61,47230,28809,6,19,594,1,0
43,114583,68457,60,6,526,1,1
43,68210,60563,6,15,604,0,0
39,23330,46104,60,13,303,0,0
43,117402,59488,60,0,502,1,0
64,59550,69853,12,21,618,0,0
29,119765,49745,12,0,612,0,0
36,70155,39206,12,7,554,1,0
39,14458,19737,60,16,501,0,1
47,98264,19185,48,0,348,1,1
63,21375,13715,12,10,403,1,0
35,74448,30159,6,12,827,1,1
68,30362,6530,6,17,769,0,1
62,23257,12036,60,6,309,1,0
59,126467,10275,12,38,736,1,1
43,142082,53141,48,9,817,0,1
60,44047,46387,24,1,463,1,0
35,95645,18544,36,11,353,1,0
43,143632,26989,48,24,816,1,0
37,13170,17557,12,17,714,1,1
61,76756,1323,36,36,717,1,1
62,25777,17252,24,41,566,1,0
29,113716,31539,48,0,361,0,0
43,134309,28216,12,1,427,0,0
28,33869,18924,24,1,715,1,0
65,112355,30103,6,44,435,1,0
66,54098,13194,6,29,733,0,1
34,103673,28615,12,16,343,1,0
29,143058,11647,60,4,548,1,0
51,104167,13628,48,23,382,0,1
27,84199,6248,36,6,426,0,1
29,88719,62050,6,7,843,0,0
68,99100,26042,24,34,619,1,0
19,13771,2676,12,0,609,0,1
52,17619,37333,12,5,457,1,0
54,30590,52315,60,31,415,0,0
37,107577,58458,12,10,365,1,0
67,40604,40570,36,9,340,1,0
46,149443,14906,24,26,525,0,1
50,73382,39589,24,3,479,0,0
31,109952,65532,24,10,410,1,0
22,107468,41171,48,3,486,0,0
32,58612,69191,48,11,760,1,0
66,94063,69702,60,47,572,0,0
60,137550,56058,36,6,744,0,0
54,93544,57100,12,23,698,0,1
52,24831,30150,24,21,462,0,0
66,8934,49716,36,25,338,0,0
50,124495,43084,6,18,522,1,0
58,70765,67430,60,13,416,1,0
31,44581,43156,36,1,492,0,0
70,107644,39303,6,8,771,0,1
60,91548,37418,36,14,328,0,0
48,59815,65701,6,5,749,0,0
60,125932,49205,6,26,530,1,1
21,139402,69706,6,2,403,0,0
26,107573,63401,36,7,727,0,1
45,74349,18772,36,25,574,1,0
64,27528,56080,48,7,493,0,0
20,8818,40596,6,1,358,1,0
24,116815,35933,48,2,367,0,0
24,121163,9012,60,1,709,1,1
50,109918,12467,48,19,533,1,1
58,64824,30526,60,36,484,1,1
18,20443,41557,12,0,466,0,0
28,116628,38418,36,10,628,1,1
18,65354,53112,24,0,848,0,0
65,132098,13014,24,34,441,1,0
51,58762,12255,24,0,404,0,0
50,83037,31371,24,28,487,0,1
21,103589,31952,60,3,468,0,1
49,138191,25184,24,10,534,1,1
43,141434,31433,12,25,459,0,0
20,141515,35671,6,0,643,1,1
58,146850,5236,12,40,555,1,0
62,25813,50677,24,41,724,1,0
26,62679,65615,36,7,518,0,0
33,45349,1929,36,6,833,1,0
41,65457,21581,48,3,630,0,1
41,104571,35907,6,5,349,1,0
28,52621,19794,12,10,656,1,1
68,28648,56428,36,17,578,0,0
69,133066,6645,6,7,393,0,1
51,89951,49997,60,12,477,0,0
32,131442,44802,36,10,511,0,1
64,84474,62554,36,16,764,1,1
54,119317,6854,36,22,719,0,1
47,64365,4923,60,20,492,1,0
43,27452,24712,36,21,737,1,0
38,62705,57073,48,3,630,1,0
31,65740,3665,60,8,538,0,0
40,53154,23504,6,3,347,1,0
27,113924,12686,12,2,533,0,0
26,118254,5113,6,4,663,0,1
52,84197,25032,60,3,385,0,0
45,21059,66009,48,10,327,1,0
68,56246,51844,60,18,345,0,0
64,16312,9017,60,41,620,0,0
55,9383,54146,60,17,617,1,0
40,79116,48448,60,18,842,1,0
37,28349,27346,24,16,517,0,0
69,13733,64996,24,51,374,1,0
33,27818,65404,48,2,469,0,0
37,88221,24744,24,5,592,1,0
51,64743,64715,12,12,629,1,0
28,41773,68000,24,0,327,1,0
22,144956,65916,6,2,766,0,0
49,111950,63110,48,0,340,1,0
19,144570,27662,60,0,793,0,1
46,94364,58298,36,19,596,0,1
43,138520,53140,24,12,433,1,0
23,27509,55353,60,4,680,1,0
55,74563,48716,24,25,769,0,1
30,106023,31091,24,12,448,1,1
55,34397,32769,12,11,318,0,0
22,114461,29573,48,4,703,0,1
42,27199,34578,48,0,474,0,0
28,78243,23807,6,6,763,0,1
63,31196,15740,24,1,313,1,0
18,96604,35594,24,0,318,1,0
40,38042,1317,12,15,636,0,1
35,113322,30723,36,1,845,0,1
33,39095,15785,48,13,832,0,1
25,133336,14061,36,4,778,0,1
51,60215,47829,48,9,704,1,0
36,66396,51174,48,13,744,1,1
55,33416,47299,60,0,343,0,0
37,112203,5967,12,11,625,1,1
26,49307,68722,6,7,394,0,0
56,45513,17116,24,5,408,1,1
69,73874,10941,60,28,508,0,1
45,135195,21830,36,6,493,0,0
29,137783,43198,48,10,471,0,1
51,107810,32603,48,29,500,1,0
56,33324,65504,48,37,591,0,1
30,106081,26542,6,0,504,1,1
43,142508,10231,12,22,458,0,0
38,140312,59945,24,11,612,1,1
19,122577,31348,12,1,607,0,0
19,125500,31771,48,0,787,1,1
47,92434,19188,6,8,319,1,1
45,64457,45978,48,10,707,1,0
44,132090,33260,36,8,833,0,1
67,26828,61134,36,9,329,1,0
27,68898,34725,24,8,665,1,0
58,15530,1881,60,2,424,1,0
52,108600,29463,6,9,509,1,0
35,64881,36948,48,0,615,1,0
39,87043,7128,48,7,581,1,0
22,140424,35926,48,1,618,0,0
46,129060,41008,12,2,341,0,0
30,25119,2960,36,7,430,1,1
25,141963,39800,6,2,327,1,0
33,110479,23113,60,2,460,1,0
39,93649,28673,24,0,306,0,0
48,59596,8463,24,24,683,0,0
47,136987,39459,36,6,581,0,0
36,133103,45954,6,1,843,0,1
30,141762,24976,48,12,774,0,1
68,50643,56522,36,25,342,0,0
30,142460,28620,36,3,750,0,1
18,105796,46355,48,0,368,0,0
27,115790,28178,24,7,571,0,1
20,78953,61140,6,0,820,1,0
68,69887,39182,48,0,771,1,1
70,81666,3032,48,50,671,0,1
64,120696,7823,6,4,303,1,1
56,31715,16073,60,3,658,0,1
39,41081,57706,48,21,693,1,1
20,49486,10177,12,0,596,1,0
24,106899,50417,36,5,387,1,1
27,77549,58094,6,3,685,1,0
59,145951,8987,48,12,356,0,0
31,80648,31498,48,13,731,0,1
52,53931,5347,36,20,729,0,1
63,43929,35398,60,43,353,0,0
26,40601,8351,12,7,474,1,0
19,69660,65782,60,1,571,1,0
48,81587,21420,36,0,421,1,0
65,122131,29413,60,5,740,1,1
64,91892,68276,24,3,398,0,0
40,16313,57688,6,0,833,0,1
68,76098,21532,48,24,645,1,1
45,15814,39382,24,9,723,0,0
64,35155,44097,12,37,613,1,1
44,51528,18260,12,14,742,0,1
19,142265,41619,6,1,695,0,1
45,31960,38231,60,21,617,0,0
21,132538,11901,48,0,549,1,0
70,147977,4763,12,13,775,1,1
52,55201,56992,12,26,483,0,0
45,138539,2716,24,25,450,1,1
35,147296,50643,24,5,479,0,0
58,105816,34445,24,4,410,0,1
32,59214,28008,6,5,728,0,0
32,122809,4207,36,0,626,1,0
57,147194,5253,24,19,637,0,0
41,72777,39128,48,5,547,0,0
53,88181,62891,60,29,388,0,0
66,31651,32418,6,15,466,0,1
49,97527,6087,12,19,577,1,0
44,120071,59469,6,26,769,1,1
50,91088,60410,6,0,657,1,1
20,92067,57987,12,1,762,0,1
70,17863,60832,48,15,431,1,0
48,148375,46276,24,10,510,0,1
41,22010,20155,24,0,717,1,0
48,98857,60223,6,26,592,0,1
52,23269,41322,36,1,427,1,0
24,35726,10650,6,6,485,1,0
64,61498,33758,60,15,679,1,0
30,115606,44903,60,11,795,1,0
24,117456,34819,60,0,527,0,1
32,9840,57587,48,4,393,1,0
58,101531,15678,48,3,594,1,0
58,101457,2444,6,6,477,1,0
57,140048,35719,12,27,326,1,0
27,91999,27982,6,0,809,0,1
43,18825,8052,48,10,302,1,0
22,71898,27335,36,1,605,1,0
49,138317,47904,36,5,322,1,0
56,125128,30883,48,28,519,1,0
21,25785,52742,12,3,737,1,0
40,135366,12213,12,21,536,0,0
63,78939,52861,24,43,718,0,0
62,20652,62404,6,2,546,0,0
22,91412,23759,24,0,407,0,0
61,97261,9003,60,41,846,0,1
58,143138,63141,24,13,582,0,0
53,67613,44160,6,20,551,0,0
54,145281,21777,24,32,698,1,1
30,23256,37130,60,3,305,1,0
31,144730,5451,48,9,464,0,1
53,112389,25411,36,32,417,1,0
40,59719,11571,24,18,723,1,1
41,40082,20428,24,6,608,0,1
28,97265,21395,6,8,785,1,1
56,145295,25354,6,11,448,1,0
54,63033,5592,12,20,340,1,0
27,43961,11815,60,6,595,1,0
50,90409,26349,6,15,642,0,1
47,85461,57771,24,8,831,0,1
46,123537,7346,12,23,356,1,0
28,113958,14838,36,9,845,1,0
25,69251,59479,6,6,583,1,0
62,86774,13450,48,24,319,0,0
47,8750,26902,24,27,695,0,1
19,84312,63783,12,1,356,1,0
30,47312,3209,24,12,530,0,0
20,106274,1940,12,0,735,0,1
34,66253,52121,6,9,349,0,1
32,54832,40069,48,8,323,0,1
38,12625,15556,6,0,786,0,1
24,107523,45550,60,1,510,1,0
54,49195,46126,12,5,642,0,1
24,119151,12093,12,2,840,0,1
20,118404,1905,24,2,354,0,0
53,22550,64506,12,33,658,0,0
36,121669,50341,12,8,308,0,0
19,66407,61266,36,0,510,0,1
30,133958,60832,12,4,361,0,0
55,74813,51498,48,32,377,1,1
34,100157,13065,60,13,481,0,1
42,114988,27349,36,22,606,0,1
44,54057,54655,24,9,555,0,0
34,113562,25068,60,14,313,1,1
21,87261,60673,12,3,316,0,1
63,129852,2014,36,44,720,1,0
33,60625,32238,60,9,511,1,0
38,75450,42089,36,20,731,1,1
56,12738,59519,48,33,475,1,0
22,106523,3276,36,0,611,0,1
58,146626,51997,24,23,696,0,1
38,21322,30989,6,16,599,0,0
49,46687,16687,48,14,758,1,1
63,100818,63812,6,35,331,0,1
20,64064,25191,6,2,820,1,1
50,90514,57472,36,20,523,0,1
53,34721,34583,60,28,560,0,0
26,19149,24421,12,4,408,0,0
20,95749,27511,24,2,585,0,0
52,66617,57397,12,31,727,0,1
37,53591,40823,48,14,639,0,0
48,112606,20519,48,29,743,1,0
41,115122,12244,60,15,746,1,1
48,140647,33323,12,21,355,0,1
35,20220,14427,60,3,632,0,0
33,94094,26158,12,2,705,1,0
45,133299,32011,12,4,695,0,1
33,47533,48964,60,10,384,1,0
39,51230,43089,12,19,761,0,0
32,118745,41580,48,12,424,0,0
31,86022,36010,24,9,685,0,1
56,104614,15416,24,11,312,1,0
58,34690,14298,6,35,432,0,1
37,130837,23481,6,2,523,1,0
42,33682,1086,60,10,693,1,0
21,23620,7001,60,2,697,0,0
45,77037,63124,36,16,629,1,1
46,116298,54549,6,26,782,1,1
38,33834,2908,36,6,401,1,1
30,56624,46724,12,7,462,0,0
42,71573,2939,36,20,388,1,1
57,20569,20205,6,4,383,1,0
24,126601,33281,6,3,774,0,1
38,113040,65242,60,11,650,0,0
51,77568,63758,36,33,747,0,0
50,115702,20502,12,32,693,1,1
29,16116,56570,36,5,606,1,0
62,119093,4273,24,20,369,1,1
66,26564,4860,12,19,336,1,0
69,112374,23343,48,7,547,1,0
19,139576,41875,12,0,740,1,1
29,142556,11100,24,1,648,1,0
56,66354,67869,6,15,789,0,1
31,68525,38620,12,9,571,1,0
56,82487,45599,36,19,847,0,1
70,74102,16021,48,34,491,0,1
48,74315,42101,36,4,582,0,0
49,48758,33409,24,11,597,0,1
43,109380,8993,60,22,371,1,0
69,121559,6852,60,38,559,0,1
57,62808,11826,12,13,648,0,1
48,103417,37463,48,7,688,1,1
55,17642,28913,24,0,366,1,0
48,141791,48206,24,1,670,1,0
23,26180,37346,60,4,372,0,0
70,32053,61369,24,46,555,0,0
68,37845,67066,6,16,831,0,1
33,61896,6342,24,6,690,1,1
41,89063,48002,6,11,779,1,0
46,94123,58554,24,28,584,0,0
35,60367,11841,6,10,540,0,1
59,88835,4134,48,33,589,0,0
31,16525,65869,36,12,753,0,1
26,12940,49765,48,7,512,1,0
40,90439,24780,36,21,423,0,1
63,35247,63965,36,34,535,1,0
56,73662,25827,60,35,709,1,1
39,126515,15040,6,12,366,0,0
64,62336,36222,6,31,326,1,0
29,126353,52526,36,8,680,0,1
33,90327,9989,12,12,436,0,0
23,22152,10887,6,2,587,1,0
24,30859,31949,48,4,719,0,1
39,74427,39081,36,21,555,0,1
67,18955,30621,12,28,783,0,1
65,105561,62497,24,41,747,1,1
62,77658,14941,48,9,456,1,1
60,96536,12518,48,26,670,0,0
35,148556,46423,24,3,527,0,1
60,67172,30512,60,10,669,0,0
58,139782,64445,6,40,820,0,1
18,102481,52251,48,0,409,1,0
23,83967,31128,36,1,602,0,0
40,107762,39839,48,17,759,0,1
19,103683,9422,48,1,760,0,1
30,135457,43534,36,2,495,1,0
42,32232,63356,48,17,630,1,1
22,67675,65585,36,0,692,1,0
20,143571,40140,60,2,810,1,1
35,76341,47890,48,9,661,0,0
64,123167,47456,12,42,764,1,1
51,129778,45177,24,2,629,1,1
30,32124,22456,24,3,764,1,1
58,56385,55932,6,15,486,0,0
39,92743,38590,60,13,322,1,1
19,85909,15699,36,0,822,0,1
21,58357,69968,12,2,628,0,0
52,62475,3334,12,26,650,0,0
38,104922,61074,12,20,842,0,0
25,75908,8255,60,0,665,1,0
66,125929,34809,6,43,441,1,1
29,64795,10045,48,2,601,0,1
46,131308,56665,60,16,681,0,0
45,141078,13490,24,20,603,0,1
65,49203,28572,48,5,579,0,1
35,133142,32173,24,9,607,1,0
29,126713,48802,24,9,664,1,0
62,91511,50599,36,27,523,0,0
30,104381,46720,12,12,370,1,0
54,102838,66935,24,28,424,0,0
23,25866,26650,6,5,478,0,0
37,103824,49222,60,12,398,0,0
68,86930,16733,12,36,705,1,0
44,36361,58505,6,21,502,1,0
31,86174,66769,12,4,436,0,1
50,119613,43812,36,1,484,1,0
32,65431,46938,12,6,352,0,0
38,50781,12689,24,19,694,0,0
34,11547,7441,36,6,370,0,0
66,36471,17774,24,4,744,1,1
54,14266,36564,48,12,608,0,0
70,135764,8849,6,40,416,1,0
55,47913,24815,6,7,677,0,1
36,140841,49799,48,15,366,0,1
55,109547,21381,6,8,629,0,0
38,143557,24414,48,9,629,1,0
51,147279,47614,48,25,788,0,1
23,90974,69215,36,5,362,0,1
45,112022,48947,24,26,587,0,1
31,84057,50402,6,2,373,0,0
30,31050,22434,36,6,722,0,1
53,147662,15552,60,3,716,1,1
19,114891,66828,6,1,622,0,1
34,53701,27670,12,15,820,1,0
29,92640,61176,36,2,798,0,1
34,67650,60107,48,2,728,1,1
46,11193,66086,6,17,434,0,0
57,117546,24748,6,35,544,0,0
32,133462,24941,24,8,709,1,0
65,46407,66077,60,37,439,0,0
55,126964,48259,60,8,666,0,1
22,43046,26750,12,2,599,1,0
60,89456,37911,24,38,468,1,0
32,29956,40243,36,2,475,1,0
42,55744,8522,6,23,783,1,1
67,133843,67218,60,23,672,0,0
37,135485,29336,6,8,688,1,1
52,70280,21742,60,1,426,0,0
59,134068,69623,60,41,562,0,0
36,118715,17454,24,7,382,1,0
39,81784,1846,24,12,370,0,0
63,136324,45096,24,15,561,1,0
63,52656,23561,24,14,635,1,0
63,108084,51227,6,42,386,1,0
57,135551,49865,6,24,379,1,0
55,111730,66765,24,12,768,1,1
67,83281,49775,48,27,520,0,0
58,21741,61710,6,10,624,0,1
39,47952,61693,48,5,843,1,0
66,74500,66491,12,4,569,0,0
39,37966,66622,36,15,365,0,0
23,53443,49046,60,3,413,1,0
27,138997,15337,6,0,329,1,0
45,31245,64976,60,19,577,1,0
70,118409,27447,48,17,776,1,1
40,123401,31888,24,20,389,1,0
64,102733,65292,24,0,698,1,0
28,55280,18119,12,0,696,1,1
41,69185,16419,60,14,717,0,1
29,66121,50234,36,9,443,1,0
34,88041,12840,60,3,530,1,1
52,88011,30669,12,12,627,1,0
56,87214,46008,24,17,601,1,1
43,103553,51014,60,8,387,1,1
70,19338,1485,6,48,537,0,0
21,22576,47884,24,0,693,1,0
58,83257,12991,36,13,404,1,1
27,137572,14351,24,5,409,1,0
32,143873,47010,36,2,678,1,0
41,126828,28908,48,16,623,0,1
69,13259,37364,60,51,655,1,0
38,131744,7553,24,7,780,1,0
63,84934,15601,24,21,625,1,1
52,104084,15798,36,15,509,1,1
47,42209,25596,6,26,529,0,0
63,125773,11991,48,30,767,1,1
33,48808,51997,60,7,763,0,1
48,22714,30440,60,29,675,1,0
49,134929,48061,24,24,589,1,1
50,83992,42576,6,12,320,1,0
32,141374,42203,48,1,318,0,0
39,90428,26443,60,1,620,0,0
58,33601,39920,36,37,482,1,0
41,108912,59259,48,21,586,1,0
55,46322,69909,48,22,568,1,0
52,127140,7709,60,33,823,0,1
49,142526,58511,36,5,305,1,0
21,15407,49126,36,2,677,0,0
38,121127,47918,12,5,723,0,0
46,109430,37616,36,16,334,1,0
21,14582,13239,48,2,549,0,0
40,127155,5565,60,21,838,0,1
19,87730,39927,6,1,781,1,1
36,134674,60910,48,11,805,1,1
43,13564,61201,12,12,721,0,0
38,11319,22414,60,8,775,0,1
49,40491,66197,48,6,528,1,0
46,103270,15497,6,9,646,0,1
44,72680,68902,48,14,830,1,1
63,47043,32350,48,19,582,1,0
54,16503,53557,12,13,630,1,0
30,10285,56487,24,3,449,1,0
53,139011,36935,60,12,369,1,1
23,41955,58501,60,4,646,0,1
47,88427,44076,12,26,739,1,0
38,40302,65222,12,18,376,1,0
19,52308,33748,6,1,452,0,0
59,33390,8609,48,6,578,0,1
22,116742,43487,24,1,514,1,0
51,97926,11907,24,30,582,1,0
27,24620,8580,36,6,368,0,0
46,84947,30016,36,15,765,0,1
64,49518,48504,36,29,380,1,0
49,111155,8075,24,31,772,1,0
19,20048,24418,48,1,567,1,0
64,97801,26039,24,4,536,0,0
41,137689,60535,60,13,694,0,1
49,13146,2620,6,18,755,0,1
35,36388,37568,6,9,461,0,0
42,79429,7347,6,2,510,1,0
52,9346,16871,60,26,471,0,0
31,98463,51561,6,0,514,1,0
23,98863,49413,6,2,413,0,1
54,62689,9563,60,12,748,1,0
36,117234,64951,60,8,565,0,0
69,39559,40928,36,40,432,0,0
52,46873,29652,6,1,435,0,0
36,27168,64797,24,14,753,1,0
42,52569,43592,36,13,474,1,0
55,63758,65923,12,10,420,1,0
51,37700,36691,48,21,474,1,0
61,35477,59182,6,10,707,1,0
47,64232,24552,12,15,469,1,0
56,49653,32925,6,22,539,0,0
60,100173,22661,48,31,845,0,1
23,136663,4013,6,5,616,1,1
20,106971,25079,6,1,553,1,0
65,121934,61891,36,6,619,0,0
